entity_key,paper_id,fig_docling_index,printed_figure_number,panel,source_series,representation,record_node_count,n_source_points,coordinate,measurand,measurand_unit,relevance,granularity,record_node_ids,caption_pdf_page,body_pdf_page,caption_evidence,body_evidence,sample_or_run_id,table_evidence,classification,classification_confidence,classification_method,signal_families,supporting_evidence,votes,weak_signals,pressure_assertions,exposure_assertions,pressure_applicable_scope,pressure_applicable_status,pressure_applicable_value,pressure_applicable_unit,pressure_applicable_quantity,pressure_candidates,stated_setting_count,stated_setting_evidence,between_curve_condition,between_curve_value,underlying_case_id
10.1021_acs.chemmater.2c01154|16|7|b|0.50|primary,10.1021_acs.chemmater.2c01154,16,7,b,0.50,primary,5,5,deposition_temperature,growth_per_cycle,nm/cycle,experimental,single,10.1021_acs.chemmater.2c01154-7b-S8-P000;10.1021_acs.chemmater.2c01154-7b-S8-P001;10.1021_acs.chemmater.2c01154-7b-S8-P002;10.1021_acs.chemmater.2c01154-7b-S8-P003;10.1021_acs.chemmater.2c01154-7b-S8-P004,6,6,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,"temperatures to achieve MoS2 stoichiometry and thus crystallinity.

Film Growth. In situ SE measurements revealed that the thickness of the amorphous films deposited using H 2 flow ratios of 0 to 0.50 at 150 ° C increased linearly as a function of ALD cycles (Figure 7a shows thickness vs cycles, Fig",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: Effect of the H 2 flow | X: series_axis 'H2 flow ratio' with numeric label '0.50'","{""continuous_trace"": 2, ""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 5, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.50,10.1021_acs.chemmater.2c01154::F7::b::0.50
10.1021_acs.chemmater.2c01154|16|7|b|0.65|primary,10.1021_acs.chemmater.2c01154,16,7,b,0.65,primary,4,4,deposition_temperature,growth_per_cycle,nm/cycle,experimental,single,10.1021_acs.chemmater.2c01154-7b-S9-P000;10.1021_acs.chemmater.2c01154-7b-S9-P001;10.1021_acs.chemmater.2c01154-7b-S9-P002;10.1021_acs.chemmater.2c01154-7b-S9-P003,6,6,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,"temperatures to achieve MoS2 stoichiometry and thus crystallinity.

Film Growth. In situ SE measurements revealed that the thickness of the amorphous films deposited using H 2 flow ratios of 0 to 0.50 at 150 ° C increased linearly as a function of ALD cycles (Figure 7a shows thickness vs cycles, Fig",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: Effect of the H 2 flow | X: series_axis 'H2 flow ratio' with numeric label '0.65'","{""continuous_trace"": 2, ""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 4, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.65,10.1021_acs.chemmater.2c01154::F7::b::0.65
10.1021_acs.chemmater.2c01154|16|7|b|0.80|primary,10.1021_acs.chemmater.2c01154,16,7,b,0.80,primary,7,7,deposition_temperature,growth_per_cycle,nm/cycle,experimental,single,10.1021_acs.chemmater.2c01154-7b-S10-P000;10.1021_acs.chemmater.2c01154-7b-S10-P001;10.1021_acs.chemmater.2c01154-7b-S10-P002;10.1021_acs.chemmater.2c01154-7b-S10-P003;10.1021_acs.chemmater.2c01154-7b-S10-P004;10.1021_acs.chemmater.2c01154-7b-S10-P005 …+1,6,6,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,"temperatures to achieve MoS2 stoichiometry and thus crystallinity.

Film Growth. In situ SE measurements revealed that the thickness of the amorphous films deposited using H 2 flow ratios of 0 to 0.50 at 150 ° C increased linearly as a function of ALD cycles (Figure 7a shows thickness vs cycles, Fig",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: Effect of the H 2 flow | X: series_axis 'H2 flow ratio' with numeric label '0.80'","{""continuous_trace"": 2, ""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 7, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.80,10.1021_acs.chemmater.2c01154::F7::b::0.80
10.1021_acs.chemmater.2c01154|16|7|b|0.94|primary,10.1021_acs.chemmater.2c01154,16,7,b,0.94,primary,4,4,deposition_temperature,growth_per_cycle,nm/cycle,experimental,single,10.1021_acs.chemmater.2c01154-7b-S11-P000;10.1021_acs.chemmater.2c01154-7b-S11-P001;10.1021_acs.chemmater.2c01154-7b-S11-P002;10.1021_acs.chemmater.2c01154-7b-S11-P003,6,6,Figure 7. Effect of the H 2 flow ratio on film growth. (a) Evolution of film thickness measured by in situ SE at 150 ° Cusing different H2 flow ratios. (b) Heat map of GPC (averaged over first 100 cycles) as a function of deposition temperature and the H2 flow ratio.,"temperatures to achieve MoS2 stoichiometry and thus crystallinity.

Film Growth. In situ SE measurements revealed that the thickness of the amorphous films deposited using H 2 flow ratios of 0 to 0.50 at 150 ° C increased linearly as a function of ALD cycles (Figure 7a shows thickness vs cycles, Fig",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: Effect of the H 2 flow | X: series_axis 'H2 flow ratio' with numeric label '0.94'","{""continuous_trace"": 2, ""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 4, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.94,10.1021_acs.chemmater.2c01154::F7::b::0.94
10.1021_acs.chemmater.2c01154|17|8|a|0|primary,10.1021_acs.chemmater.2c01154,17,8,a,0,primary,3,3,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S12-P000;10.1021_acs.chemmater.2c01154-8a-S12-P001;10.1021_acs.chemmater.2c01154-8a-S12-P002,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 3, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0,10.1021_acs.chemmater.2c01154::F8::a::0
10.1021_acs.chemmater.2c01154|17|8|a|0.20|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.20,primary,8,8,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S13-P000;10.1021_acs.chemmater.2c01154-8a-S13-P001;10.1021_acs.chemmater.2c01154-8a-S13-P002;10.1021_acs.chemmater.2c01154-8a-S13-P003;10.1021_acs.chemmater.2c01154-8a-S13-P004;10.1021_acs.chemmater.2c01154-8a-S13-P005 …+2,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.20'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 8, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.20,10.1021_acs.chemmater.2c01154::F8::a::0.20
10.1021_acs.chemmater.2c01154|17|8|a|0.35|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.35,primary,1,1,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-F8a-46,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.35'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 1, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.35,10.1021_acs.chemmater.2c01154::F8::a::0.35
10.1021_acs.chemmater.2c01154|17|8|a|0.50|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.50,primary,5,5,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S14-P000;10.1021_acs.chemmater.2c01154-8a-S14-P001;10.1021_acs.chemmater.2c01154-8a-S14-P002;10.1021_acs.chemmater.2c01154-8a-S14-P003;10.1021_acs.chemmater.2c01154-8a-S14-P004,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.50'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 5, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.50,10.1021_acs.chemmater.2c01154::F8::a::0.50
10.1021_acs.chemmater.2c01154|17|8|a|0.65|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.65,primary,4,4,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S15-P000;10.1021_acs.chemmater.2c01154-8a-S15-P001;10.1021_acs.chemmater.2c01154-8a-S15-P002;10.1021_acs.chemmater.2c01154-8a-S15-P003,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.65'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 4, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.65,10.1021_acs.chemmater.2c01154::F8::a::0.65
10.1021_acs.chemmater.2c01154|17|8|a|0.80|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.80,primary,7,7,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S16-P000;10.1021_acs.chemmater.2c01154-8a-S16-P001;10.1021_acs.chemmater.2c01154-8a-S16-P002;10.1021_acs.chemmater.2c01154-8a-S16-P003;10.1021_acs.chemmater.2c01154-8a-S16-P004;10.1021_acs.chemmater.2c01154-8a-S16-P005 …+1,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.80'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 7, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.80,10.1021_acs.chemmater.2c01154::F8::a::0.80
10.1021_acs.chemmater.2c01154|17|8|a|0.94|primary,10.1021_acs.chemmater.2c01154,17,8,a,0.94,primary,4,4,deposition_temperature,resistivity,Ωcm,experimental,single,10.1021_acs.chemmater.2c01154-8a-S17-P000;10.1021_acs.chemmater.2c01154-8a-S17-P001;10.1021_acs.chemmater.2c01154-8a-S17-P002;10.1021_acs.chemmater.2c01154-8a-S17-P003,7,7,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,"ations. We found that the H2 flow ratio can be used to control resistivity over several orders of magnitude. At a given temperature, increasing the H 2 flow ratio led to a decrease in resistivity when a fixed amount of ALD cycles was applied as illustrated in Figure 8 (resistivity

Figure 8. Effect ",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'Me', 'R', 'X']","Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: films were deposited using | X: series_axis 'H2 flow ratio' with numeric label '0.94'","{""discrete_experimental_sweep"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 4, ""granularity"": ""single""}",[],[],,,,,,,,,H2 flow ratio,0.94,10.1021_acs.chemmater.2c01154::F8::a::0.94
10.1021_acs.chemmater.2c01154|18|9|a|0.80|primary,10.1021_acs.chemmater.2c01154,18,9,a,0.80,primary,1,28,Raman shift,intensity,arb. units,experimental,unresolved,10.1021_acs.chemmater.2c01154-F9a-51,8,8,"Figure 9. Effect of the H 2 flow ratio on the growth of other TMDCs at low temperatures. Raman spectra of (a) WS x (150 ° C) and (b) TiS x (100 ° C) films grown using different H2 flow ratios. The peaks have been labeled based on refs 82 -84 (Sh = shoulder, a TiS2 mode commonly observed but has not ","highly S-rich (WS4.0 by XPS), amorphous, and highly resistive similar to the MoS 2 films deposited under analogous conditions. Increasing the H 2 flow ratio to 0.80 at 150 ° C resulted in crystalline WS 2.1 films with a resistivity of 4 Ω cm (Raman spectra in Figure 9a, other characterization in Sec",,,discrete_experimental_sweep,corroborated,multi_signal(4 families),"['F', 'M', 'Me', 'R', 'X']","M: l as a schematic (Figure S19) and supplementary discussion (Se | Me: C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness control | R: Effect of the H 2 flow | X: series_axis 'H2 flow ratio' with numeric label '0.80'","{""discrete_experimental_sweep"": 4, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 28, ""granularity"": ""unresolved""}",[],[],,,,,,,,,H2 flow ratio,0.80,10.1021_acs.chemmater.2c01154::F9::a::0.80
