case_type,ref,detail
model_point_became_experiment,10.1063_1.5028178-F3a-6,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-F3a-7,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-F4a-8,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-F4a-9,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-F4a-10,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-F4a-11,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P000,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P001,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P002,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P003,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P004,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P005,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P006,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P007,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P008,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P009,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P010,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P011,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P012,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P013,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P014,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P015,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P016,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P017,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P018,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P019,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P020,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P021,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P022,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P023,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S0-P024,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P000,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P001,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P002,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P003,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P004,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P005,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P006,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P007,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P008,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P009,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P010,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P011,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P012,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P013,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P014,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P015,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P016,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P017,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P018,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P019,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P020,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P021,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S1-P022,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P000,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P001,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P002,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P003,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P004,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P005,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P006,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P007,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P008,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1063_1.5028178-5a-S2-P009,relevance=model is_model=True kind=series_member_experiment
model_point_became_experiment,10.1116_1.4892385-F2a-0,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1116_1.4892385-F2a-1,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.1116_1.4892385-F2a-2,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3a-0,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3a-1,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3b-2,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3b-3,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3c-4,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3c-5,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3c-6,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3c-7,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3c-8,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3d-9,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3d-10,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3d-11,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F3d-12,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F4a-13,relevance=model is_model=True kind=unresolved_experiment_record
model_point_became_experiment,10.3762_bjnano.5.25-F5a-14,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-15,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-16,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-17,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-18,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-19,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-20,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-21,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-22,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5a-23,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-24,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-25,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-26,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-27,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-28,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-29,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-30,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-31,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-32,relevance=model is_model=True kind=profile_experiment
model_point_became_experiment,10.3762_bjnano.5.25-F5b-33,relevance=model is_model=True kind=profile_experiment
largest_series,10.1039_d3ra05217f-8a-S7,"50 experiments from one curve (varies=bias_voltage, F8a)"
largest_series,10.1039_d3ra05217f-2a-S0,"50 experiments from one curve (varies=deposition_temperature, F2a)"
largest_series,10.1002_pssa.201532305-10a-S12,"48 experiments from one curve (varies=cycle_number, F10a)"
largest_series,10.1039_c7ra07722j-5a-S13,"41 experiments from one curve (varies=cycle_number, F5a)"
largest_series,10.1002_admi.202000318-6a-S4,"39 experiments from one curve (varies=site_density, F6a)"
largest_series,10.1039_c7ra07722j-5a-S14,"38 experiments from one curve (varies=cycle_number, F5a)"
largest_series,10.1021_acs.chemmater.2c02292-4c-S5,"38 experiments from one curve (varies=site_density, F4c)"
largest_series,10.1039_c7ra07722j-5a-S15,"35 experiments from one curve (varies=cycle_number, F5a)"
largest_series,10.1002_celc.201600139-1b-S1,"31 experiments from one curve (varies=cycle_number, F1b)"
largest_series,10.1002_celc.201600139-1b-S0,"30 experiments from one curve (varies=cycle_number, F1b)"
largest_series,10.1116_6.0002154-3a-S0,"29 experiments from one curve (varies=temperature, F3a)"
largest_series,10.1002_celc.201600139-4a-S8,"29 experiments from one curve (varies=cycle_number, F4a)"
largest_series,10.1063_1.5028178-5a-S0,"25 experiments from one curve (varies=pulse_time, F5a)"
largest_series,10.1021_acs.chemmater.2c02292-4c-S6,"25 experiments from one curve (varies=site_density, F4c)"
largest_series,10.1002_pssa.201532305-4a-S2,"25 experiments from one curve (varies=exposure, F4a)"
largest_series,10.1002_pssa.201532305-4a-S1,"25 experiments from one curve (varies=exposure, F4a)"
largest_series,10.1002_pssa.201532305-4a-S0,"25 experiments from one curve (varies=exposure, F4a)"
largest_series,10.1063_1.5028178-5a-S1,"23 experiments from one curve (varies=pulse_time, F5a)"
largest_series,10.1002_pssa.201532305-4c-S7,"23 experiments from one curve (varies=exposure, F4c)"
